"Replicate.Name","Area.Value","Mz.Value","RT.Value","SN.Value","Alignment.ID","Metabolite.name","Adduct.type","MS.MS.assigned","Reference.RT","Reference.m.z","Comment","S.N.average","Spectrum.reference.file.name"
"180920_Smp_MS4C115m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C115m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C115m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C115m_C",9528,808.119,5.494,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C115m_C",2422336,810.127,5.487,894.1251,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS4C115m_C",1319,822.136,7.472,0.9107334,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C115m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C115m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_A",0,808.119,5.483,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_A",1890395,810.128,5.572,775.7358,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS4C1175m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_B",1520,808.119,5.493,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_B",2847825,810.128,5.486,1488.613,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS4C1175m_B",641,822.136,7.346,0.8898825,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_C",516,808.119,5.028,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_C",3502700,810.127,5.483,2314.001,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS4C1175m_C",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS4C1175m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_A",14203,808.119,5.481,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_A",3536110,810.127,5.481,1993.343,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS5C1DCM_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_B",10098,808.119,5.484,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_B",2697206,810.127,5.484,934.2032,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS5C1DCM_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_C",16547,808.119,5.489,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_C",4449821,810.127,5.489,2622.84,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS5C1DCM_C",671,822.136,7.274,0.9278733,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1DCM_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_A",14230,808.119,5.482,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_A",3293786,810.127,5.482,2851.897,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS5C115m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_B",3897,808.119,5.502,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_B",1253782,810.127,5.502,455.3586,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS5C115m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_C",22571,808.119,5.487,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_C",3237592,810.128,5.487,2207.38,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS5C115m_C",1137,822.136,7.274,0.8558302,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C115m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_A",826,808.119,5.499,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_A",2998517,810.128,5.499,1062.729,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS5C1175m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_B",5395,808.119,5.485,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_B",3641751,810.128,5.485,2521.215,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS5C1175m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_C",3633,808.119,5.482,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_C",2749655,810.127,5.482,1197.719,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS5C1175m_C",652,822.136,7.287,0.8926967,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS5C1175m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_A",10859,808.119,5.485,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_A",2932757,810.128,5.485,1411.454,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS6C3DCM_A",1442,822.136,7.426,1.619976,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_B",2177,808.119,5.506,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_B",1238678,810.128,5.506,801.5534,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS6C3DCM_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_C",17937,808.119,5.482,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_C",3334319,810.127,5.482,1053.63,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS6C3DCM_C",767,822.136,7.157,1.031001,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3DCM_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_A",27563,808.12,5.486,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_A",3653464,810.128,5.486,1977.06,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS6C315m_A",741,822.136,7.209,0.9813854,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_B",25018,808.12,5.485,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_B",3627538,810.127,5.485,2375.739,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS6C315m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_C",18628,808.12,5.486,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_C",3222118,810.128,5.486,1870.527,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS6C315m_C",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C315m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_A",4595,808.119,5.485,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_A",2725232,810.127,5.485,1429.574,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS6C3175m_A",625,822.136,7.345,0.8643635,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_B",5404,808.119,5.492,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_B",2857898,810.127,5.492,1591.863,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS6C3175m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_C",2872,808.119,5.495,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_C",2490760,810.127,5.482,1016.111,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS6C3175m_C",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS6C3175m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_A",3344,808.119,5.466,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_A",1025473,810.127,5.475,755.2009,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS7C1DCM_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_B",16003,808.119,5.483,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_B",3580166,810.127,5.483,2901.851,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS7C1DCM_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_C",19298,808.119,5.487,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_C",3026199,810.127,5.487,1687.704,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS7C1DCM_C",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C1DCM_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C115m_A",18471,808.119,5.484,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C115m_A",3235355,810.127,5.484,2096.992,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS7C115m_A",1309,822.136,7.171,0.9776941,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C115m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C115m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C115m_B",9015,808.119,5.498,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C115m_B",2673608,810.127,5.486,749.5564,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS7C115m_B",1290,822.136,7.196,2.243401,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C115m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C115m_B",1253,866.126,3.896,3.614306,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS7C115m_C",18871,808.119,5.489,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
